|||||Cb Values->colspan|||||
|||||Qb/Qc->colspan|||||
As/Ac|Ab/Ac|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9
0.7|0.4|-20.82v|-3v|-0.38v|0.31v|0.52v|0.59v|0.6v|0.59v|0.61v
0.7|0.5|-32.99v|-5.09v|-0.98v|0.1v|0.43v|0.53v|0.54v|0.52v|0.51v
0.7|0.6|-47.78v|-7.58v|-1.67v|-0.11v|0.38v|0.52v|0.53v|0.49v|0.45v
0.7|0.7|-65.22v|-10.5v|-2.44v|-0.32v|0.34v|0.53v|0.54v|0.49v|0.43v
0.7|0.8|-85.32v|-13.83v|-3.3v|-0.53v|0.33v|0.58v|0.59v|0.52v|0.43v
0.7|0.9|-108.1v|-17.58v|-4.26v|-0.75v|0.34v|0.66v|0.67v|0.58v|0.46v
0.7|1|-133.5v|-21.76v|-5.3v|-0.97v|0.38v|0.76v|0.78v|0.67v|0.51v
0.8|0.1|-0.23v|0.71v|0.84v|0.88v|0.89v|0.89v|0.9v|0.92v|0.98v
0.8|0.2|-3.75v|0.11v|0.65v|0.79v|0.84v|0.86v|0.88v|0.94v|1.12v
0.8|0.3|-9.88v|-0.99v|0.29v|0.63v|0.74v|0.78v|0.81v|0.87v|1.09v
0.8|0.4|-18.88v|-2.75v|-0.36v|0.28v|0.48v|0.55v|0.56v|0.57v|0.61v
0.8|0.5|-29.98v|-4.71v|-0.96v|0.04v|0.36v|0.46v|0.47v|0.46v|0.47v
0.8|0.6|-43.46v|-7.05v|-1.64v|-0.2v|0.26v|0.41v|0.43v|0.41v|0.39v
0.8|0.7|-59.34v|-9.77v|-2.4v|-0.44v|0.19v|0.38v|0.41v|0.38v|0.34v
0.8|0.8|-77.64v|-12.88v|-3.26v|-0.69v|0.13v|0.38v|0.42v|0.37v|0.31v
0.8|0.9|-98.35v|-16.38v|-4.2v|-0.95v|0.09v|0.4v|0.45v|0.39v|0.3v
0.8|1|-121.5v|-20.27v|-5.24v|-1.23v|0.06v|0.45v|0.51v|0.43v|0.31v
0.9|0.1|-0.18v|0.72v|0.84v|0.87v|0.88v|0.89v|0.9v|0.92v|0.98v
0.9|0.2|-3.52v|0.12v|0.64v|0.78v|0.82v|0.85v|0.88v|0.93v|1.12v
0.9|0.3|-9.34v|-0.95v|0.28v|0.6v|0.71v|0.76v|0.8v|0.87v|1.1v
0.9|0.4|-17.96v|-2.7v|-0.4v|0.22v|0.43v|0.5v|0.53v|0.54v|0.6v
0.9|0.5|-28.58v|-4.65v|-1.05v|-0.07v|0.26v|0.37v|0.4v|0.41v|0.42v
0.9|0.6|-41.45v|-6.97v|-1.77v|-0.35v|0.12v|0.28v|0.32v|0.32v|0.32v
0.9|0.7|-56.61v|-9.66v|-2.58v|-0.65v|0v|0.21v|0.27v|0.26v|0.24v
0.9|0.8|-74.08v|-12.74v|-3.49v|-0.97v|-0.12v|0.16v|0.23v|0.22v|0.18v
0.9|0.9|-93.84v|-16.21v|-4.5v|-1.3v|-0.23v|0.13v|0.21v|0.19v|0.14v
0.9|1|-115.9v|-20.06v|-5.61v|-1.66v|-0.34v|0.11v|0.21v|0.18v|0.11v
1.0|0.1|-0.17v|0.71v|0.83v|0.87v|0.88v|0.89v|0.90v|0.92v|0.98v
1.0|0.2|-3.48v|0.10v|0.62v|0.76v|0.81v|0.84v|0.87v|0.92v|1.11v
1.0|0.3|-9.22v|-1.00v|0.23v|0.56v|0.68v|0.74v|0.78v|0.86v|1.11v
1.0|0.4|-17.76v|-2.79v|-0.50v|0.14v|0.37v|0.45v|0.49v|0.52v|0.60v
1.0|0.5|-28.31v|-4.82v|-1.21v|-0.20v|0.15v|0.28v|0.33v|0.35v|0.38v
1.0|0.6|-41.06v|-7.21v|-2.01v|-0.55v|-0.04v|0.15v|0.22v|0.23v|0.25v
1.0|0.7|-56.09v|-9.99v|-2.91v|-0.92v|-0.23v|0.03v|0.12v|0.14v|0.15v
1.0|0.8|-73.39v|-13.17v|-3.92v|-1.32v|-0.41v|-0.07v|0.04v|0.06v|0.06v
1.0|0.9|-92.98v|-16.75v|-5.04v|-1.75v|-0.60v|-0.17v|-0.03v|-0.01v|-0.02v
1.0|1|-114.85v|-20.74v|-6.28v|-2.21v|-0.79v|-0.26v|-0.09v|-0.07v|-0.09v
|||||Cs Values->colspan|||||
|||||Qs/Qc->colspan|||||
As/Ac|Ab/Ac|0.1|0.2|0.3|0.4|0.5|0.6|0.7|0.8|0.9
0.1|0.1|-3.9v|-1.07v|-0.04v|0.66v|1.27v|1.87v|2.47v|3.1v|3.76v
0.1|0.2|-3.76v|-0.34v|0.52v|1.05v|1.53v|2.02v|2.56v|3.14v|3.77v
0.1|0.3|-2.5v|0.1v|0.76v|1.2v|1.62v|2.08v|2.59v|3.15v|3.77v
0.1|0.4|-1.64v|0.35v|0.88v|1.27v|1.67v|2.11v|2.6v|3.15v|3.77v
0.1|0.5|-1.05v|0.52v|0.96v|1.32v|1.69v|2.12v|2.61v|3.16v|3.77v
0.1|0.6|-0.63v|0.63v|1.02v|1.35v|1.71v|2.13v|2.61v|3.16v|3.77v
0.1|0.7|-0.32v|0.71v|1.06v|1.37v|1.73v|2.14v|2.62v|3.16v|3.77v
0.1|0.8|-0.07v|0.78v|1.09v|1.39v|1.74v|2.15v|2.62v|3.16v|3.77v
0.1|0.9|0.13v|0.83v|1.11v|1.4v|1.74v|2.15v|2.62v|3.16v|3.77v
0.1|1|0.29v|0.87v|1.13v|1.41v|1.75v|2.15v|2.63v|3.17v|3.77v
0.2|0.1|-14.54v|-4.5v|-1.82v|-0.62v|0.05v|0.47v|0.75v|0.95v|1.09v
0.2|0.2|-16.02v|-3.15v|-0.8v|0.04v|0.45v|0.69v|0.86v|0.99v|1.1v
0.2|0.3|-11.65v|-1.94v|-0.26v|0.32v|0.6v|0.77v|0.9v|1.01v|1.1v
0.2|0.4|-8.56v|-1.2v|0.05v|0.47v|0.68v|0.82v|0.92v|1.02v|1.11v
0.2|0.5|-6.41v|-0.71v|0.25v|0.57v|0.73v|0.84v|0.93v|1.02v|1.11v
0.2|0.6|-4.85v|-0.36v|0.38v|0.63v|0.76v|0.86v|0.94v|1.02v|1.11v
0.2|0.7|-3.68v|-0.1v|0.48v|0.68v|0.79v|0.87v|0.95v|1.03v|1.11v
0.2|0.8|-2.77v|0.1v|0.56v|0.71v|0.81v|0.88v|0.95v|1.03v|1.11v
0.2|0.9|-2.04v|0.26v|0.62v|0.74v|0.82v|0.89v|0.95v|1.03v|1.11v
0.2|1|-1.45v|0.38v|0.66v|0.76v|0.83v|0.89v|0.96v|1.03v|1.11v
0.3|0.1|-32.3v|-10.04v|-4.34v|-1.94v|-0.73v|-0.07v|0.3v|0.5v|0.59v
0.3|0.2|-36.37v|-7.59v|-2.48v|-0.79v|-0.06v|0.29v|0.47v|0.57v|0.61v
